file_Id,product_Code,color,file_src,,,
203,WEWK1,black,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/black/main.webp,,,
204,WEWK1,black,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/black/1.webp,,,
205,WEWK1,black,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/black/2.webp,,,
206,WEWK1,black,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/black/3.webp,,,
207,WEWK1,blue,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/blue/main.webp,,,
208,WEWK1,green,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/green/main.webp,,,
209,WEWK1,violet,product/women/ethnic wear/kurtis/Women Straight Printed Kurti/colors option/violet/main.webp,,,
210,WEWL3,Navy blue,product/women/ethnic wear/lahenga/Beautifull Embroidey Zari Work Lehenga For Women With Blouse Piece And Dupatta/colors option/cgp6r_512.webp,,,
211,WEWL3,Navy blue,product/women/ethnic wear/lahenga/Beautifull Embroidey Zari Work Lehenga For Women With Blouse Piece And Dupatta/colors option/4muet_512.webp,,,
212,WEWL3,Navy blue,product/women/ethnic wear/lahenga/Beautifull Embroidey Zari Work Lehenga For Women With Blouse Piece And Dupatta/colors option/na7nv_512.webp,,,
213,WEWL3,Navy blue,product/women/ethnic wear/lahenga/Beautifull Embroidey Zari Work Lehenga For Women With Blouse Piece And Dupatta/colors option/2bdm0_512.webp,,,
214,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214459.png,,,
215,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214521.png,,,
216,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214538.png,,,
217,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214552.png,,,
218,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214610.png,,,
219,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214626.png,,,
220,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214700.png,,,
221,WEWL1,blue pink,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/blue/Screenshot 2025-02-10 214644.png,,,
222,WEWL1,green maroon,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/green/Screenshot 2025-02-10 214838.png,,,
223,WEWL1,green maroon,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/Screenshot 2025-02-10 214725.png,,,
224,WEWL1,pink black,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/pink/Screenshot 2025-02-10 214905.png,,,
225,WEWL1,rama pink dark blue,product/women/ethnic wear/lahenga/Solid Semi Stitched Lehenga Choli/colors option/rama/Screenshot 2025-02-10 214918.png,,,
226,WEWL2,violet vine maroon,product/women/ethnic wear/lahenga/Velvet Embroidered Semi Stitched Lehenga Choli for Women/colors option/main.webp,,,
227,WEWL2,violet vine maroon,product/women/ethnic wear/lahenga/Velvet Embroidered Semi Stitched Lehenga Choli for Women/colors option/isvtm_512.webp,,,
228,WEWL2,violet vine maroon,product/women/ethnic wear/lahenga/Velvet Embroidered Semi Stitched Lehenga Choli for Women/colors option/lohmi_512.webp,,,
229,WEWL2,violet vine maroon,product/women/ethnic wear/lahenga/Velvet Embroidered Semi Stitched Lehenga Choli for Women/colors option/nfuto_512.webp,,,
230,WEWSB1,blue golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/blue/ijago_512.webp,,,
231,WEWSB1,blue golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/blue/8d9df_512.webp,,,
232,WEWSB1,green golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/green/fufrj_512.webp,,,
233,WEWSB1,green golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/green/87tcu_512.jpg,,,
234,WEWSB1,green golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/green/hczfr_512.webp,,,
235,WEWSB1,green golden,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/green/yg9rx_512.webp,,,
236,WEWSB1,maroon,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/maroon/jccad_512.webp,,,
237,WEWSB1,red,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/red/crgin_512.webp,,,
238,WEWSB1,violet vine green,product/women/ethnic wear/saree/Banarsi/banarasi saree/colors option/violet/pbfbt_512.webp,,,
239,WEWS2,violet vine purple,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/violet/main.webp,,,
240,WEWS2,violet,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/violet/dlhau_512.webp,,,
241,WEWS2,violet,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/violet/tluox_512.webp,,,
242,WEWS2,violet,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/violet/yyvh1_512.webp,,,
243,WEWS2,violet,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/violet/zspjj_512.webp,,,
244,WEWS2,yellow,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/yellow/ur0vp_512.webp,,,
245,WEWS2,yellow,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/yellow/ur0vp_128.webp,,,
246,WEWS2,black,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/black/zpw38_512.webp,,,
247,WEWS2,grey,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/grey/zgpxi_512.webp,,,
248,WEWS2,light green,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/light green/hz5ok_512.webp,,,
249,WEWS2,red,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/red/wjayx_512.webp,,,
250,WEWS2,sky blue,product/women/ethnic wear/saree/satin silk saree with Blouse/colors option/sky blue/wz9o3_512.webp,,,
251,WEWS1,grey,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/grey/xguqx_512.webp,,,
252,WEWS1,grey,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/grey/cgvon_512.webp,,,
253,WEWS1,grey,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/grey/tonva_512.webp,,,
254,WEWS1,grey,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/grey/3cgux_512.webp,,,
255,WEWS1,light dark green,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/light green/t6ruy_512.webp,,,
256,WEWS1,pink maroon,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/pink/cpagp_512.webp,,,
257,WEWS1,dark light blue,product/women/ethnic wear/saree/Two-Tone Georgette Saree With Blouse/colors option/sky blue/knzfb_512.webp,,,
258,WFW1,black,product/women/footwear/Patent Leather Heel Sandals/colors option/black/ppzvq_512.webp,,,
259,WFW1,black,product/women/footwear/Patent Leather Heel Sandals/colors option/black/5.jpeg,,,
260,WFW1,black,product/women/footwear/Patent Leather Heel Sandals/colors option/black/main.jpeg,,,
261,WFW1,black,product/women/footwear/Patent Leather Heel Sandals/colors option/black/1.jpeg,,,
262,WFW1,peach,product/women/footwear/Patent Leather Heel Sandals/colors option/peach/tggz6_512.webp,,,
263,WFW1,peach,product/women/footwear/Patent Leather Heel Sandals/colors option/peach/8.jpeg,,,
264,WFW1,peach,product/women/footwear/Patent Leather Heel Sandals/colors option/peach/6.jpeg,,,
265,WWWM1,black white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/black/nm3lu_512.webp,,,
266,WWWM1,black white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/black/e8z7w_512.webp,,,
267,WWWM1,black white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/black/vqbyo_512.webp,,,
268,WWWM1,black white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/black/ulcn8_512.webp,,,
269,WWWM1,green white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/green/rpisl_512.webp,,,
270,WWWM1,green white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/green/ivfep_64.webp,,,
271,WWWM1,green white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/green/7damq_64.webp,,,
272,WWWM1,green white,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/green/ggn1k_64.webp,,,
273,WWWM1,violet,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/violet/omwjh_512.webp,,,
274,WWWM1,violet,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/violet/kzhyu_512.webp,,,
275,WWWM1,violet,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/violet/d1prm_512.webp,,,
276,WWWM1,violet,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/violet/0b96j_512.webp,,,
277,WWWM1,white black,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/white/nhjzm_512.webp,,,
278,WWWM1,white black,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/white/puhxr_512.webp,,,
279,WWWM1,white black,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/white/w0teq_512.webp,,,
280,WWWM1,white black,product/women/western wear/Women Floral V-neck Multicolor Dresses/colors option/white/ycffi_512.webp,,,
281,WWAP1,pink silver white,product/women/women accessories/perfume/Ramsons - U R LOVELY Eau De Parfume/colors option/xqawd_512.webp,,,
282,WWAP1,pink silver white,product/women/women accessories/perfume/Ramsons - U R LOVELY Eau De Parfume/colors option/6vy2l_512.webp,,,
283,WWAP1,pink silver white,product/women/women accessories/perfume/Ramsons - U R LOVELY Eau De Parfume/colors option/wrd77_512.webp,,,
284,WWAP1,pink silver white,product/women/women accessories/perfume/Ramsons - U R LOVELY Eau De Parfume/colors option/y30th_512.webp,,,
285,WWAW1,black pink,product/women/women accessories/watch/Flowered Dial Megnet Watch/colors option/ssr1i_512.webp,,,
286,WWAW1,black pink,product/women/women accessories/watch/Flowered Dial Megnet Watch/colors option/xzw41_512.webp,,,
287,WWAW1,black pink,product/women/women accessories/watch/Flowered Dial Megnet Watch/colors option/jknpb_512.webp,,,
288,WWAW1,black pink,product/women/women accessories/watch/Flowered Dial Megnet Watch/colors option/afdh3_512.webp,,,
